plate	well	status	stock_conc	diluent_vol	final_vol	final_conc
VaccIsolP1	H4	OK	82.9	72.9	82.9	10.0
VaccIsolP1	A5	OK	36.35	26.4	36.35	10.0
VaccIsolP1	B5	OK	53.63	43.6	53.63	10.0
VaccIsolP1	C5	OK	55.08	45.1	55.08	10.0
VaccIsolP1	D5	conc below target	4.99	0	10.0	4.99
VaccIsolP1	E5	OK	43.09	33.1	43.09	10.0
VaccIsolP1	F5	OK	74.95	64.9	74.95	10.0
VaccIsolP1	G5	OK	38.21	28.2	38.21	10.0
VaccIsolP1	H5	OK	52.87	42.9	52.87	10.0
VaccIsolP1	A6	OK	50.15	40.1	50.15	10.0
VaccIsolP1	B6	OK	65.68	55.7	65.68	10.0
VaccIsolP1	C6	conc below target	9.92	0	10.0	9.92
VaccIsolP1	D6	OK	75.53	65.5	75.53	10.0
VaccIsolP1	E6	OK	41.18	31.2	41.18	10.0
VaccIsolP1	F6	OK	80.64	70.6	80.64	10.0
VaccIsolP1	G6	OK	68.05	58.0	68.05	10.0
VaccIsolP1	H6	OK	122.98	113.0	122.98	10.0
VaccIsolP1	A7	OK	39.62	29.6	39.62	10.0
VaccIsolP1	B7	OK	62.92	52.9	62.92	10.0
VaccIsolP1	C7	OK	52.6	42.6	52.6	10.0
VaccIsolP1	D7	OK	48.96	39.0	48.96	10.0
VaccIsolP1	E7	OK	114.92	104.9	114.92	10.0
VaccIsolP1	F7	OK	112.98	103.0	112.98	10.0
VaccIsolP1	G7	conc below target	5.01	0	10.0	5.01
VaccIsolP1	H7	conc below target	4.83	0	10.0	4.83
VaccIsolP1	A8	conc below target	7.67	0	10.0	7.67
VaccIsolP1	B8	OK	66.94	56.9	66.94	10.0
VaccIsolP1	C8	OK	24.47	14.5	24.47	10.0
VaccIsolP1	D8	OK	69.77	59.8	69.77	10.0
VaccIsolP1	E8	OK	113.05	103.0	113.05	10.0
VaccIsolP1	F8	OK	42.66	32.7	42.66	10.0
VaccIsolP1	G8	conc below target	5.99	0	10.0	5.99
VaccIsolP1	H8	OK	84.4	74.4	84.4	10.0
VaccIsolP1	A9	transfer too small	14.91	0	10.0	14.91
VaccIsolP1	B9	OK	32.22	22.2	32.22	10.0
VaccIsolP1	C9	OK	122.04	112.0	122.04	10.0
VaccIsolP1	D9	OK	74.68	64.7	74.68	10.0
VaccIsolP1	E9	OK	118.12	108.1	118.12	10.0
VaccIsolP1	F9	conc below target	5.0	0	10.0	5.0
VaccIsolP1	G9	OK	90.46	80.5	90.46	10.0
VaccIsolP1	H9	OK	118.44	108.4	118.44	10.0
VaccIsolP1	A10	conc below target	4.83	0	10.0	4.83
VaccIsolP1	B10	conc below target	5.28	0	10.0	5.28
VaccIsolP1	C10	OK	50.65	40.6	50.65	10.0
VaccIsolP1	D10	OK	62.74	52.7	62.74	10.0
VaccIsolP1	E10	OK	61.24	51.2	61.24	10.0
VaccIsolP1	F10	OK	48.99	39.0	48.99	10.0
VaccIsolP1	G10	OK	75.86	65.9	75.86	10.0
VaccIsolP1	H10	transfer too small	10.38	0	10.0	10.38
VaccIsolP1	A11	transfer too small	11.11	0	10.0	11.11
VaccIsolP1	B11	OK	69.62	59.6	69.62	10.0
VaccIsolP1	C11	OK	58.0	48.0	58.0	10.0
VaccIsolP1	D11	OK	70.07	60.1	70.07	10.0
VaccIsolP1	E11	OK	53.0	43.0	53.0	10.0
VaccIsolP1	F11	OK	39.99	30.0	39.99	10.0
VaccIsolP1	G11	OK	42.86	32.9	42.86	10.0
VaccIsolP1	H11	OK	55.48	45.5	55.48	10.0
VaccIsolP1	A12	OK	57.27	47.3	57.27	10.0
VaccIsolP1	B12	OK	51.33	41.3	51.33	10.0
VaccIsolP1	C12	OK	50.71	40.7	50.71	10.0
VaccIsolP1	D12	OK	53.29	43.3	53.29	10.0
VaccIsolP1	E12	OK	36.38	26.4	36.38	10.0
VaccIsolP1	F12	OK	55.72	45.7	55.72	10.0
VaccIsolP1	G12	conc below target	7.1	0	10.0	7.1
VaccIsolP1	H12	transfer too small	11.37	0	10.0	11.37
VaccIsolP2	A1	OK	104.41	94.4	104.41	10.0
VaccIsolP2	B1	OK	26.77	16.8	26.77	10.0
VaccIsolP2	C1	transfer too small	11.19	0	10.0	11.19
VaccIsolP2	D1	OK	47.81	37.8	47.81	10.0
VaccIsolP2	E1	transfer too small	13.4	0	10.0	13.4
VaccIsolP2	F1	OK	47.24	37.2	47.24	10.0
VaccIsolP2	G1	OK	141.48	131.5	141.48	10.0
VaccIsolP2	H1	OK	56.99	47.0	56.99	10.0
VaccIsolP2	A2	OK	45.86	35.9	45.86	10.0
VaccIsolP2	B2	OK	91.31	81.3	91.31	10.0
VaccIsolP2	C2	OK	89.76	79.8	89.76	10.0
VaccIsolP2	D2	OK	87.51	77.5	87.51	10.0
VaccIsolP2	E2	OK	91.14	81.1	91.14	10.0
VaccIsolP2	F2	OK	55.97	46.0	55.97	10.0
VaccIsolP2	G2	OK	82.34	72.3	82.34	10.0
VaccIsolP2	H2	OK	55.22	45.2	55.22	10.0
VaccIsolP2	A3	OK	34.33	24.3	34.33	10.0
VaccIsolP2	B3	OK	97.1	87.1	97.1	10.0
VaccIsolP2	C3	OK	66.63	56.6	66.63	10.0
VaccIsolP2	D3	OK	62.41	52.4	62.41	10.0
VaccIsolP2	E3	OK	31.02	21.0	31.02	10.0
VaccIsolP2	F3	OK	35.43	25.4	35.43	10.0
VaccIsolP2	G3	conc below target	6.48	0	10.0	6.48
VaccIsolP2	H3	OK	79.65	69.7	79.65	10.0
VaccIsolP2	A4	OK	78.98	69.0	78.98	10.0
VaccIsolP2	B4	OK	122.42	112.4	122.42	10.0
VaccIsolP2	C4	OK	88.55	78.6	88.55	10.0
VaccIsolP2	D4	OK	81.72	71.7	81.72	10.0
VaccIsolP2	E4	OK	82.25	72.3	82.25	10.0
VaccIsolP2	F4	OK	34.19	24.2	34.19	10.0
VaccIsolP2	G4	OK	34.32	24.3	34.32	10.0
VaccIsolP2	H4	OK	94.32	84.3	94.32	10.0
VaccIsolP2	A5	OK	99.04	89.0	99.04	10.0
VaccIsolP2	B5	OK	50.02	40.0	50.02	10.0
VaccIsolP2	C5	OK	102.24	92.2	102.24	10.0
VaccIsolP2	D5	transfer too small	10.85	0	10.0	10.85
VaccIsolP2	E5	conc below target	6.46	0	10.0	6.46
VaccIsolP2	F5	OK	103.53	93.5	103.53	10.0
VaccIsolP2	G5	OK	92.87	82.9	92.87	10.0
VaccIsolP2	H5	conc below target	6.66	0	10.0	6.66
VaccIsolP2	A6	OK	53.87	43.9	53.87	10.0
VaccIsolP2	B6	OK	48.31	38.3	48.31	10.0
VaccIsolP2	C6	OK	95.59	85.6	95.59	10.0
VaccIsolP2	D6	OK	39.56	29.6	39.56	10.0
VaccIsolP2	E6	OK	23.31	13.3	23.31	10.0
VaccIsolP2	F6	OK	70.51	60.5	70.51	10.0
VaccIsolP2	G6	OK	84.18	74.2	84.18	10.0
VaccIsolP2	H6	OK	50.87	40.9	50.87	10.0
VaccIsolP2	A7	OK	57.26	47.3	57.26	10.0
VaccIsolP2	B7	OK	48.61	38.6	48.61	10.0
VaccIsolP2	C7	OK	48.19	38.2	48.19	10.0
VaccIsolP2	D7	OK	40.29	30.3	40.29	10.0
VaccIsolP2	E7	conc below target	9.92	0	10.0	9.92
VaccIsolP2	F7	OK	78.43	68.4	78.43	10.0
VaccIsolP2	G7	OK	59.88	49.9	59.88	10.0
VaccIsolP2	H7	OK	20.17	10.2	20.17	10.0
VaccIsolP2	A8	OK	55.3	45.3	55.3	10.0
VaccIsolP2	B8	OK	48.63	38.6	48.63	10.0
VaccIsolP2	C8	OK	69.36	59.4	69.36	10.0
VaccIsolP2	D8	OK	60.86	50.9	60.86	10.0
VaccIsolP2	E8	OK	99.71	89.7	99.71	10.0
VaccIsolP2	F8	OK	89.44	79.4	89.44	10.0
VaccIsolP2	G8	OK	47.48	37.5	47.48	10.0
VaccIsolP2	H8	OK	86.72	76.7	86.72	10.0
VaccIsolP2	A9	OK	93.52	83.5	93.52	10.0
VaccIsolP2	B9	OK	92.1	82.1	92.1	10.0
VaccIsolP2	C9	OK	62.04	52.0	62.04	10.0
VaccIsolP2	D9	OK	97.76	87.8	97.76	10.0
VaccIsolP2	E9	conc below target	6.56	0	10.0	6.56
VaccIsolP2	F9	OK	55.19	45.2	55.19	10.0
VaccIsolP2	G9	OK	88.24	78.2	88.24	10.0
VaccIsolP2	H9	OK	60.37	50.4	60.37	10.0
VaccIsolP2	A10	OK	94.15	84.1	94.15	10.0
VaccIsolP2	B10	OK	89.68	79.7	89.68	10.0
VaccIsolP2	C10	OK	82.07	72.1	82.07	10.0
VaccIsolP2	D10	OK	26.42	16.4	26.42	10.0
VaccIsolP2	E10	OK	18.47	8.5	18.47	10.0
VaccIsolP2	F10	transfer too small	12.65	0	10.0	12.65
VaccIsolP2	G10	OK	61.25	51.2	61.25	10.0
VaccIsolP2	H10	OK	42.04	32.0	42.04	10.0
VaccIsolP2	A11	OK	85.98	76.0	85.98	10.0
VaccIsolP2	B11	OK	93.15	83.2	93.15	10.0
VaccIsolP2	C11	OK	42.77	32.8	42.77	10.0
VaccIsolP2	D11	OK	78.73	68.7	78.73	10.0
VaccIsolP2	E11	OK	40.25	30.3	40.25	10.0
VaccIsolP2	F11	OK	23.22	13.2	23.22	10.0
VaccIsolP2	G11	OK	100.05	90.1	100.05	10.0
VaccIsolP2	H11	conc below target	7.3	0	10.0	7.3
VaccIsolP2	A12	conc below target	6.8	0	10.0	6.8
VaccIsolP2	B12	OK	135.3	125.3	135.3	10.0
VaccIsolP2	C12	OK	36.46	26.5	36.46	10.0
VaccIsolP2	D12	OK	32.37	22.4	32.37	10.0
VaccIsolP2	E12	OK	49.6	39.6	49.6	10.0
VaccIsolP2	F12	OK	31.14	21.1	31.14	10.0
VaccIsolP2	G12	OK	20.17	10.2	20.17	10.0
VaccIsolP2	H12	OK	22.26	12.3	22.26	10.0
