plate	well	status	stock_conc	diluent_vol	final_vol	final_conc
PCE001	A9	OK	46.7	83.4	93.39	5.0
PCE001	B9	OK	49.9	89.8	99.8	5.0
PCE001	C9	OK	34.14	58.3	68.28	5.0
PCE001	D9	OK	41.4	72.8	82.8	5.0
PCE001	E9	OK	48.07	86.1	96.15	5.0
PCE001	F9	OK	39.22	68.4	78.44	5.0
PCE001	G9	OK	34.72	59.4	69.45	5.0
PCE001	H9	OK	31.96	53.9	63.91	5.0
PCE001	A10	OK	41.45	72.9	82.9	5.0
PCE001	B10	OK	45.19	80.4	90.38	5.0
PCE001	C10	OK	45.96	81.9	91.92	5.0
PCE001	D10	OK	35.43	60.9	70.86	5.0
PCE001	E10	OK	36.22	62.4	72.43	5.0
PCE001	F10	OK	35.89	61.8	71.78	5.0
PCE001	G10	OK	35.3	60.6	70.6	5.0
PCE001	H10	OK	49.24	88.5	98.48	5.0
PCE001	A11	OK	38.41	66.8	76.83	5.0
PCE001	B11	OK	47.46	84.9	94.93	5.0
PCE001	C11	OK	47.12	84.2	94.24	5.0
PCE001	D11	OK	27.03	44.1	54.05	5.0
PCE001	E11	OK	37.55	65.1	75.1	5.0
PCE001	F11	OK	52.42	94.8	104.85	5.0
PCE001	G11	OK	44.31	78.6	88.61	5.0
PCE001	H11	OK	18.07	26.1	36.13	5.0
PCE001	A12	OK	45.24	80.5	90.49	5.0
PCE001	B12	OK	49.27	88.5	98.53	5.0
PCE001	C12	OK	39.73	69.5	79.45	5.0
PCE001	D12	OK	51.93	93.9	103.85	5.0
PCE001	E12	OK	49.87	89.7	99.74	5.0
PCE001	F12	OK	31.92	53.8	63.84	5.0
PCE001	G12	OK	53.4	96.8	106.8	5.0
PCE001	H12	OK	32.15	54.3	64.3	5.0
PCE002	A1	transfer too small	5.1	0	10.0	5.1
PCE002	B1	transfer too small	5.11	0	10.0	5.11
PCE002	C1	OK	9.2	8.4	18.4	5.0
PCE002	D1	transfer too small	5.08	0	10.0	5.08
PCE002	E1	conc below target	4.89	0	10.0	4.89
PCE002	F1	conc below target	4.97	0	10.0	4.97
PCE002	G1	conc below target	4.97	0	10.0	4.97
PCE002	H1	transfer too small	6.95	0	10.0	6.95
PCE002	A2	transfer too small	7.0	0	10.0	7.0
PCE002	B2	transfer too small	6.25	0	10.0	6.25
PCE002	C2	transfer too small	6.2	0	10.0	6.2
PCE002	D2	transfer too small	6.13	0	10.0	6.13
PCE002	E2	OK	10.39	10.8	20.77	5.0
PCE002	F2	transfer too small	6.3	0	10.0	6.3
PCE002	G2	transfer too small	6.21	0	10.0	6.21
PCE002	H2	transfer too small	6.28	0	10.0	6.28
PCE002	A3	transfer too small	6.38	0	10.0	6.38
PCE002	B3	transfer too small	6.3	0	10.0	6.3
PCE002	C3	transfer too small	6.45	0	10.0	6.45
PCE002	D3	transfer too small	6.31	0	10.0	6.31
PCE002	E3	OK	9.19	8.4	18.37	5.0
PCE002	F3	OK	8.71	7.4	17.42	5.0
PCE002	G3	transfer too small	6.42	0	10.0	6.42
PCE002	H3	transfer too small	6.68	0	10.0	6.68
PCE002	A4	transfer too small	6.6	0	10.0	6.6
PCE002	B4	transfer too small	6.1	0	10.0	6.1
PCE002	C4	transfer too small	7.45	0	10.0	7.45
PCE002	D4	transfer too small	6.18	0	10.0	6.18
PCE002	E4	OK	8.67	7.3	17.33	5.0
PCE002	F4	OK	10.93	11.9	21.85	5.0
PCE002	G4	transfer too small	6.82	0	10.0	6.82
PCE002	H4	OK	8.02	6.0	16.04	5.0
PCE002	A5	transfer too small	6.49	0	10.0	6.49
PCE002	B5	transfer too small	6.16	0	10.0	6.16
PCE002	C5	transfer too small	6.4	0	10.0	6.4
PCE002	D5	transfer too small	6.15	0	10.0	6.15
PCE002	E5	OK	9.65	9.3	19.3	5.0
PCE002	F5	transfer too small	6.14	0	10.0	6.14
PCE002	G5	transfer too small	6.4	0	10.0	6.4
PCE002	H5	transfer too small	6.52	0	10.0	6.52
PCE002	A6	OK	8.81	7.6	17.61	5.0
PCE002	B6	OK	8.94	7.9	17.88	5.0
PCE002	C6	transfer too small	6.16	0	10.0	6.16
PCE002	D6	transfer too small	6.23	0	10.0	6.23
PCE002	E6	transfer too small	6.32	0	10.0	6.32
PCE002	F6	transfer too small	6.16	0	10.0	6.16
PCE002	G6	transfer too small	6.5	0	10.0	6.5
PCE002	H6	transfer too small	6.3	0	10.0	6.3
PCE002	A7	transfer too small	6.09	0	10.0	6.09
PCE002	B7	transfer too small	6.2	0	10.0	6.2
PCE002	C7	OK	7.76	5.5	15.52	5.0
PCE002	D7	OK	7.58	5.2	15.15	5.0
PCE002	E7	OK	7.54	5.1	15.09	5.0
PCE002	F7	transfer too small	6.16	0	10.0	6.16
PCE002	G7	transfer too small	6.19	0	10.0	6.19
PCE002	H7	transfer too small	6.25	0	10.0	6.25
PCE002	A8	transfer too small	6.37	0	10.0	6.37
PCE002	B8	transfer too small	6.75	0	10.0	6.75
PCE002	C8	transfer too small	6.21	0	10.0	6.21
PCE002	D8	transfer too small	6.67	0	10.0	6.67
PCE002	E8	OK	9.77	9.5	19.54	5.0
PCE002	F8	transfer too small	6.19	0	10.0	6.19
PCE002	G8	transfer too small	6.18	0	10.0	6.18
PCE002	H8	transfer too small	6.49	0	10.0	6.49
PCE002	A9	transfer too small	6.12	0	10.0	6.12
PCE002	B9	transfer too small	6.67	0	10.0	6.67
PCE002	C9	transfer too small	6.27	0	10.0	6.27
PCE002	D9	transfer too small	6.24	0	10.0	6.24
PCE002	E9	transfer too small	6.17	0	10.0	6.17
PCE002	F9	transfer too small	6.85	0	10.0	6.85
PCE002	G9	transfer too small	6.36	0	10.0	6.36
PCE002	H9	transfer too small	6.15	0	10.0	6.15
PCE002	A10	transfer too small	6.12	0	10.0	6.12
PCE002	B10	transfer too small	6.14	0	10.0	6.14
PCE002	C10	OK	9.23	8.5	18.45	5.0
PCE002	D10	OK	7.71	5.4	15.42	5.0
PCE002	E10	transfer too small	6.24	0	10.0	6.24
PCE002	F10	transfer too small	6.14	0	10.0	6.14
PCE002	G10	OK	7.79	5.6	15.59	5.0
PCE002	H10	transfer too small	7.27	0	10.0	7.27
PCE002	A11	OK	13.28	16.6	26.55	5.0
PCE002	B11	transfer too small	6.24	0	10.0	6.24
PCE002	C11	transfer too small	6.15	0	10.0	6.15
PCE002	D11	transfer too small	6.39	0	10.0	6.39
PCE002	E11	transfer too small	6.17	0	10.0	6.17
PCE002	F11	transfer too small	6.14	0	10.0	6.14
PCE002	G11	transfer too small	6.15	0	10.0	6.15
PCE002	H11	transfer too small	6.16	0	10.0	6.16
PCE002	A12	OK	12.46	14.9	24.92	5.0
PCE002	B12	transfer too small	7.0	0	10.0	7.0
PCE002	C12	transfer too small	6.16	0	10.0	6.16
PCE002	D12	transfer too small	6.15	0	10.0	6.15
PCE002	E12	transfer too small	6.13	0	10.0	6.13
PCE002	F12	OK	7.54	5.1	15.07	5.0
PCE002	G12	transfer too small	6.34	0	10.0	6.34
PCE002	H12	transfer too small	6.09	0	10.0	6.09
